,_id,animalSettlement,animalType,isPregmant,weight
500,642356d30dac550030135933,1a40025792,VACA,False,100.0
501,642356d30dac550030135937,1a40025792,VACA,False,100.0
502,642356d30dac550030135935,1a40025792,VACA,False,100.0
503,642356d30dac55003013593b,1a40025792,VACA,False,100.0
504,642356d30dac550030135939,1a40025792,VACA,False,100.0
505,642356d30dac550030135941,1a40025792,VACA,False,100.0
506,642356d30dac55003013593d,1a40025792,VACA,False,100.0
507,642356d30dac550030135943,1a40025792,VACA,False,100.0
508,642356d30dac55003013593f,1a40025792,VACA,False,100.0
509,642356d40dac5500301359da,1a40025792,VACA,False,100.0
510,642356d40dac5500301359ec,1a40025792,VACA,False,100.0
511,642356d50dac5500301359f6,1a40025792,VACA,False,100.0
512,642356d50dac5500301359ff,1a40025792,VACA,False,100.0
513,642356d50dac550030135a08,1a40025792,VACA,False,100.0
514,642356d50dac550030135a0a,1a40025792,VACA,False,100.0
515,642356d50dac550030135a0c,1a40025792,VACA,False,100.0
516,642356d50dac550030135a16,1a40025792,VACA,False,100.0
517,642356d50dac550030135a18,1a40025792,VACA,False,100.0
518,642356d50dac550030135a2e,1a40025792,VACA,False,100.0
519,642356d50dac550030135a21,1a40025792,VACA,False,100.0
520,642356d50dac550030135a2c,1a40025792,VACA,False,100.0
521,642356d50dac550030135aab,1a40025792,VACA,False,100.0
522,642356d50dac550030135a30,1a40025792,VACA,False,100.0
523,642356d50dac550030135a2a,1a40025792,VACA,False,100.0
524,642356d50dac550030135a3d,1a40025792,VACA,False,100.0
525,642356d50dac550030135a3f,1a40025792,VACA,False,100.0
526,642356d50dac550030135ab3,1a40025792,VACA,False,100.0
527,642356d50dac550030135a46,1a40025792,VACA,False,100.0
528,642356d50dac550030135a4b,1a40025792,VACA,False,100.0
529,642356d50dac550030135abd,1a40025792,VACA,False,100.0
530,642356d50dac550030135a39,1a40025792,VACA,False,100.0
531,642356d50dac550030135a4d,1a40025792,VACA,False,100.0
532,642356d50dac550030135a3b,1a40025792,VACA,False,100.0
533,642356d50dac550030135a41,1a40025792,VACA,False,100.0
534,642356d50dac550030135ac7,1a40025792,VACA,False,100.0
535,642356d50dac550030135a53,1a40025792,VACA,False,100.0
536,642356d50dac550030135a43,1a40025792,VACA,False,100.0
537,642356d50dac550030135a5c,1a40025792,VACA,False,100.0
538,642356d50dac550030135a5a,1a40025792,VACA,False,100.0
539,642356d60dac550030135ad1,1a40025792,VACA,False,100.0
540,642356d50dac550030135a48,1a40025792,VACA,False,100.0
541,642356d50dac550030135a51,1a40025792,VACA,False,100.0
542,642356d50dac550030135a64,1a40025792,VACA,False,100.0
543,642356d60dac550030135adb,1a40025792,VACA,False,100.0
544,642356d50dac550030135a4f,1a40025792,VACA,False,100.0
545,642356d50dac550030135a62,1a40025792,VACA,False,100.0
546,642356d50dac550030135a6c,1a40025792,VACA,False,100.0
547,642356d50dac550030135a58,1a40025792,VACA,False,100.0
548,642356d50dac550030135a56,1a40025792,VACA,False,100.0
549,642356d50dac550030135a60,1a40025792,VACA,False,100.0
550,642356d50dac550030135a6a,1a40025792,VACA,False,100.0
551,642356d50dac550030135a74,1a40025792,VACA,False,100.0
552,642356d50dac550030135a72,1a40025792,VACA,False,100.0
553,642356d50dac550030135a68,1a40025792,VACA,False,100.0
554,642356d50dac550030135a7c,1a40025792,VACA,False,100.0
555,642356d50dac550030135a5e,1a40025792,VACA,False,100.0
556,642356d50dac550030135a70,1a40025792,VACA,False,100.0
557,642356d50dac550030135a66,1a40025792,VACA,False,100.0
558,642356d50dac550030135a7a,1a40025792,VACA,False,100.0
559,642356d50dac550030135a8b,1a40025792,VACA,False,100.0
560,642356d50dac550030135a6e,1a40025792,VACA,False,100.0
561,642356d50dac550030135a82,1a40025792,VACA,False,100.0
562,642356d50dac550030135a93,1a40025792,VACA,False,100.0
563,642356d50dac550030135a78,1a40025792,VACA,False,100.0
564,642356d50dac550030135a9b,1a40025792,VACA,False,100.0
565,642356d50dac550030135a76,1a40025792,VACA,False,100.0
566,642356d50dac550030135a89,1a40025792,VACA,False,100.0
567,642356d50dac550030135a80,1a40025792,VACA,False,100.0
568,642356d50dac550030135a7e,1a40025792,VACA,False,100.0
569,642356d50dac550030135aa3,1a40025792,VACA,False,100.0
570,642356d50dac550030135a91,1a40025792,VACA,False,100.0
571,642356d50dac550030135a87,1a40025792,VACA,False,100.0
572,642356d50dac550030135a85,1a40025792,VACA,False,100.0
573,642356d50dac550030135ab5,1a40025792,VACA,False,100.0
574,642356d50dac550030135a99,1a40025792,VACA,False,100.0
575,642356d50dac550030135a8f,1a40025792,VACA,False,100.0
576,642356d50dac550030135abf,1a40025792,VACA,False,100.0
577,642356d50dac550030135a97,1a40025792,VACA,False,100.0
578,642356d50dac550030135a8d,1a40025792,VACA,False,100.0
579,642356d50dac550030135aa1,1a40025792,VACA,False,100.0
580,642356d50dac550030135a95,1a40025792,VACA,False,100.0
581,642356d50dac550030135ac9,1a40025792,VACA,False,100.0
582,642356d50dac550030135aa9,1a40025792,VACA,False,100.0
583,642356d50dac550030135a9f,1a40025792,VACA,False,100.0
584,642356d50dac550030135a9d,1a40025792,VACA,False,100.0
585,642356d50dac550030135ab1,1a40025792,VACA,False,100.0
586,642356d50dac550030135aa7,1a40025792,VACA,False,100.0
587,642356d60dac550030135ad3,1a40025792,VACA,False,100.0
588,642356d50dac550030135abb,1a40025792,VACA,False,100.0
589,642356d60dac550030135add,1a40025792,VACA,False,100.0
590,642356d50dac550030135aaf,1a40025792,VACA,False,100.0
591,642356d50dac550030135aa5,1a40025792,VACA,False,100.0
592,642356d50dac550030135ac5,1a40025792,VACA,False,100.0
593,642356d50dac550030135ab9,1a40025792,VACA,False,100.0
594,642356d50dac550030135aad,1a40025792,VACA,False,100.0
595,642356d50dac550030135acf,1a40025792,VACA,False,100.0
596,642356d50dac550030135ab7,1a40025792,VACA,False,100.0
597,642356d50dac550030135ac3,1a40025792,VACA,False,100.0
598,642356d60dac550030135ad9,1a40025792,VACA,False,100.0
599,642356d50dac550030135ac1,1a40025792,VACA,False,100.0
600,642356d50dac550030135acd,1a40025792,VACA,False,100.0
601,642356d50dac550030135acb,1a40025792,VACA,False,100.0
602,642356d60dac550030135ad7,1a40025792,VACA,False,100.0
603,642356d60dac550030135ad5,1a40025792,VACA,False,100.0
604,642356d60dac550030135ae1,1a40025792,VACA,False,100.0
605,642356d60dac550030135adf,1a40025792,VACA,False,100.0
606,642356d60dac550030135ae3,1a40025792,VACA,False,100.0
607,642356d60dac550030135ae5,1a40025792,VACA,False,100.0
608,642356d60dac550030135ae9,1a40025792,VACA,False,100.0
609,642356d60dac550030135ae7,1a40025792,VACA,False,100.0
610,642356d60dac550030135aed,1a40025792,VACA,False,100.0
611,642356d60dac550030135aef,1a40025792,VACA,False,100.0
612,642356d60dac550030135aeb,1a40025792,VACA,False,100.0
613,642356d60dac550030135af1,1a40025792,VACA,False,100.0
614,642356d60dac550030135af5,1a40025792,VACA,False,100.0
615,642356d60dac550030135af3,1a40025792,VACA,False,100.0
616,642356d60dac550030135af7,1a40025792,VACA,False,100.0
617,64235c730dac550030135fa4,1a40025792,VACA,False,100.0
618,64235c730dac550030135fa7,1a40025792,VACA,False,100.0
619,64235c730dac550030135faa,1a40025792,VACA,False,100.0
620,64235c730dac550030135fae,1a40025792,VACA,False,100.0
621,64235c730dac550030135fac,1a40025792,VACA,False,100.0
622,64235c730dac550030135fb0,1a40025792,VACA,False,100.0
623,64235c730dac550030135fb2,1a40025792,VACA,False,100.0
624,64235c730dac550030135fb4,1a40025792,VACA,False,100.0
625,642367fd0dac550030136043,1a40025792,VACA,False,100.0
626,642367fd0dac550030136047,1a40025792,VACA,False,100.0
627,642367fd0dac550030136045,1a40025792,VACA,False,100.0
